Col1,Col2,Col3,Col4,Col5,Col6,Col7
Word16 Word17 Word18 Word7,5113,1417.2,Word885 Word784 Word785,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80P+11,60.0,Word783 Word784 Word785,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word54 Word3 Word4,AIT63285,271.5,Word123 Word809 Word99 Word602,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word38 Word4 Word39,41524470,3500.0,Word121 Word836,2018-09-30,Word563 Word121 Word579,NoDoc
Word38 Word4 Word39,41479658,3750.0,Word792 Word121 Word794 Word779,2018-02-01,Word563 Word121 Word579,NoDoc
Word38 Word4 Word39,41475859,3500.0,Word1021 Word121 Word659,2018-01-01,Word563 Word121 Word579,NoDoc
Word334 Word3 Word4 Word5,44906335,2950.0,Word1325 Word805,2017-12-01,Word560 Word561 Word366 Word562,Doc1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64981,392.52,Word393 Word798,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,4866,500.4,Word783 Word784 Word785,2018-06-30,Word567 Word568 Word569 Word570,Doc1
Word160 Word161 Word61 Word45 Word39,1214-8,420.0,Word61,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word3 Word7,71838,864.0,Word1596 Word998,2018-09-30,Word563 Word366 Word562,NoDoc
Word48 Word3 Word4 Word5,EI20174497,42.0,,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,4528,609.6,Word783 Word784 Word785,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word38 Word4 Word39,41490600,3500.0,Word1021 Word1386 Word659,2018-05-31,Word563 Word121 Word579,NoDoc
Word16 Word17 Word18 Word7,6714,640.8,Word885 Word784 Word785,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word33 Word34 Word35 Word7,108644-1337,86411.0,Word562,2018-10-31,Word563 Word366 Word56 Word4,NoDoc
Word38 Word4 Word39,41521198,18750.0,Word121 Word836,2018-10-31,Word563 Word121 Word579,NoDoc
Word139 Word3 Word4 Word7,15707,6200.0,Word1525 Word214 Word1372,2018-04-01,Word588 Word451 Word545,Doc1
Word16 Word17 Word18 Word7,YG536,800.0,Word785 Word330 Word99 Word26,2018-06-30,Word567 Word568 Word569 Word570,Doc1
Word12 Word13 Word7,11487,11900.0,Word777 Word695 Word981 Word883 Word883 Word1036,2018-06-30,Word52 Word330 Word566,NoDoc
Word38 Word4 Word39,41507538,3500.0,Word1171 Word1107 Word794 Word659 Word1295,2018-07-31,Word563 Word121 Word579,NoDoc
Word16 Word17 Word3 Word7,71254,432.0,Word837 Word278,2018-10-31,Word563 Word366 Word562,NoDoc
Word16 Word17 Word3 Word7,71268,1478.48,Word1194 Word132 Word99 Word204 Word1195,2018-10-31,Word563 Word366 Word562,NoDoc
Word16 Word17 Word3 Word7,72056,216.0,Word994 Word1196 Word1811 Word1812,2018-11-30,Word563 Word366 Word562,NoDoc
Word162 Word7,GCSA14NKI18,6161.0,Word846 Word791 Word865 Word909 Word865 Word716,2018-03-01,Word567 Word107,Doc1
Word41 Word125 Word34 Word5,4434,20040.0,Word1404 Word822 Word1405,2018-05-31,Word567 Word582 Word583 Word584 Word585 Word586,Doc1
Word16 Word17 Word3 Word7,71941,162.02,Word900 Word805 Word785 Word794,2018-10-31,Word563 Word580 Word581 Word232,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,10695,159.79,Word575,2017-12-01,Word563 Word575,NoDoc
Word16 Word17 Word18 Word7,DZ1329,180.0,Word1366 Word785,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word62 Word63 Word18 Word7,211353B,240.0,Word785 Word61,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,TK1093,2520.0,Word884 Word784 Word785,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word33 Word34 Word35 Word7,108644-999,3573.06,Word154 Word1714 Word699 Word1463 Word699 Word1190,2018-06-30,Word563 Word366 Word562,NoDoc
Word110 Word22 Word4 Word5,FE51-26226,255.0,Word338 Word1256 Word9,2018-09-30,Word560 Word561 Word612,Doc1
Word44 Word45 Word46,201806-00045,2829197.98,Word845 Word835 Word46,2018-07-31,Word563 Word174,NoDoc
Word33 Word34 Word35 Word7,108644-656,4194.43,Word1369 Word1370 Word909 Word911 Word45 Word695,2018-03-01,Word563 Word366 Word56 Word4,NoDoc
Word38 Word4 Word39,41495314,4100.0,Word1021 Word1022 Word659,2018-05-31,Word563 Word121 Word579,NoDoc
Word144 Word145 Word146 Word147 Word7,126956,2970.0,Word1090 Word516 Word913,2018-07-31,Word576 Word366 Word562,Doc3
Word273 Word61,473,6525.0,Word60 Word99 Word780,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word73 Word4 Word5,1901,4270.0,Word653 Word53,2018-07-31,Word563 Word366 Word562,NoDoc
Word166 Word5,1516,340.0,Word1150 Word894 Word797 Word190,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word386 Word3 Word387 Word4 Word5,3.42Q+12,28864.21,Word699 Word882 Word695 Word778,2018-06-30,Word563 Word598 Word71,NoDoc
Word16 Word17 Word3 Word7,70928,480.0,Word820 Word84,2018-06-30,Word563 Word366 Word562,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,17223,787.57,Word633 Word575,2018-08-31,Word563 Word575,NoDoc
Word167 Word168 Word169,VVHVWB010417,115265.5,Word1019 Word1020 Word650 Word1719,2018-01-01,Word563 Word580 Word581 Word232,NoDoc
Word113 Word114 Word115 Word7,154074,4255.0,Word578 Word286 Word257 Word491,2018-11-30,Word560 Word561 Word612,Doc1
Word108 Word109 Word45 Word5,1162,27952.5,Word26 Word745,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word3 Word7,71258,666.0,Word204 Word798 Word214 Word1767,2018-10-31,Word563 Word366 Word562,NoDoc
Word160 Word161 Word61 Word45 Word39,576-3,144.0,Word338 Word61,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word378 Word147 Word5,8251,9200.0,Word1700 Word1701 Word718 Word1439,2018-03-01,Word563 Word580 Word581 Word232,NoDoc
Word134 Word61 Word45 Word39,WZPRVTWLA 2018 NYFFWLYW,39288.6,Word689 Word26,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,661930,96.0,Word60 Word99 Word780,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word160 Word161 Word61 Word45 Word39,1046-1,65.0,Word60 Word99 Word26,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,JQ261,6300.0,Word1694 Word784 Word568 Word650,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word54 Word98 Word4 Word7,16576,1500.0,Word1998 Word1999,2018-06-30,Word560 Word561 Word575 Word598,Doc1
Word30 Word31,674260,517.5,Word797 Word190,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,YF1464,1260.0,Word901 Word343,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word122 Word123 Word21 Word124 Word5,TKR18100,600.0,Word877 Word1902,2018-07-31,Word563 Word564 Word9 Word26,NoDoc
Word74 Word75 Word44 Word5,ZCL00128,269111.58,Word840 Word841 Word842 Word843,2016-10-01,Word563 Word600 Word601 Word602,NoDoc
Word116 Word117 Word118 Word119 Word7,149584,971.0,Word562,2018-04-01,Word563 Word580 Word581 Word232,NoDoc
Word55 Word56 Word57 Word5,59160,53440.16,Word278 Word822 Word593 Word823,2018-08-31,Word52 Word330 Word566,NoDoc
Word96 Word3 Word4 Word5,66093,540.0,Word123 Word190,2018-03-01,Word563 Word132 Word610,NoDoc
Word16 Word17 Word18 Word7,1921,140.4,Word783 Word784 Word785,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word54 Word3 Word4,KTR54514,2727.0,Word797 Word190 Word99 Word602,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word76 Word77 Word5,52028039,5960.0,Word777 Word699 Word45 Word699 Word865,2018-05-31,Word560 Word561 Word107,Doc1
Word25 Word26,071218-4,1056.0,Word9 Word785,2018-08-31,Word567 Word582 Word366 Word562,Doc1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64762,85.02,Word393 Word798 Word132 Word636,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,5225,320.4,Word783 Word784 Word785,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word33 Word34 Word35 Word7,108644-1222,5111.46,Word562,2018-09-30,Word563 Word366 Word56 Word4,NoDoc
Word448 Word5,10479,3520.31,Word1752 Word1753 Word1934 Word1178 Word706,2018-11-30,Word576 Word202 Word545,Doc3
Word16 Word17 Word18 Word7,NE2184,1080.0,Word924 Word784 Word577 Word539 Word1802,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word33 Word34 Word35 Word7,108644-1140,35974.81,Word562 Word1038,2018-08-31,Word563 Word366 Word56 Word4,NoDoc
Word30 Word31,670402,48.0,Word935 Word26,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word349 Word3 Word4 Word7,182002,14412.5,Word667 Word319 Word259,2018-10-31,Word52 Word330 Word566,NoDoc
Word137 Word138 Word7,ELEL5026,1680.0,Word984 Word835 Word905 Word791,2018-05-31,Word563 Word359,NoDoc
Word386 Word3 Word387 Word4 Word5,4.23A+12,8.91,Word695 Word871 Word808 Word883 Word1463 Word808,2018-07-31,Word563 Word598 Word71,NoDoc
Word16 Word17 Word18 Word7,1932,1170.0,Word338 Word783 Word784 Word569,2017-12-01,Word567 Word568 Word569 Word570,Doc1
Word140 Word3 Word34,10088,26388.0,Word846 Word791,2018-09-30,Word560 Word561 Word107,Doc1
Word126 Word127 Word128,487788,575.0,Word890 Word891 Word1564,2018-11-30,Word563 Word619,NoDoc
Word16 Word17 Word18 Word7,4715,1080.0,Word909 Word784 Word785,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,SO1410,5040.0,Word1497 Word784,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word59 Word60 Word61 Word5,1270,16.5,Word1472 Word785,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word523 Word71 Word23 Word44 Word165 Word205 Word7,0094-10141115,133.27,Word1994 Word1995 Word1996 Word1997 Word1675,2018-11-30,Word563 Word589 Word590,NoDoc
Word16 Word17 Word18 Word7,3029,871.2,,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word148 Word75 Word5,11813,25894.0,Word777 Word1113 Word1557 Word1027,2018-04-01,Word565 Word566,NoDoc
Word272 Word29 Word5,37679,12250.0,Word2116 Word578,2018-05-31,Word565 Word566,NoDoc
Word16 Word17 Word3 Word7,70950,360.0,Word1677 Word185 Word191 Word1827,2018-06-30,Word563 Word366 Word562,NoDoc
Word160 Word161 Word61 Word45 Word39,1108-1,3900.0,Word61,2018-11-30,Word567 Word568 Word569 Word570,Doc1
Word89 Word44 Word5,66658337,5517.6,Word644,2018-05-31,Word563 Word608 Word609,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64788,105.0,Word1258 Word945,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word38 Word4 Word39,20418303,18000.0,Word703 Word659,2018-07-31,Word563 Word121 Word579,NoDoc
Word16 Word17 Word3 Word7,70522,315.0,Word800 Word805 Word810,2018-05-31,Word563 Word366 Word562,NoDoc
Word116 Word117 Word118 Word119 Word7,155484,480.0,Word51 Word794 Word562,2018-11-30,Word563 Word580 Word581 Word232,NoDoc
Word44 Word45 Word46,201811-00046,8799523.59,Word807 Word808 Word46,2018-12-31,Word563 Word366 Word56 Word4,NoDoc
Word16 Word17 Word18 Word7,4712,1059.6,Word783 Word784 Word785,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word41 Word125 Word34 Word5,4347,1500.0,Word1487 Word1025 Word1177,2018-02-01,Word567 Word582 Word583 Word584 Word585 Word586,Doc1
Word73 Word4 Word5,1803104,7705.0,Word1717 Word1718 Word1372,2018-05-31,Word563 Word366 Word562,NoDoc
Word16 Word17 Word18 Word7,QN790,2520.0,Word1053 Word904 Word764 Word26,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word73 Word4 Word5,6210,330.0,Word838 Word839 Word53,2018-10-31,Word563 Word589 Word590,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80C+11,51.6,Word783 Word784 Word1107 Word918,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word312 Word313 Word314 Word315 Word5,DXR1001941,259790.52,Word1246 Word791,2018-11-30,Word560 Word561 Word315 Word638,Doc1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64947,840.0,Word562,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word42 Word43 Word5,7596,555.0,Word804 Word805 Word806,2018-02-01,Word576 Word366 Word562,Doc3
Word16 Word17 Word18 Word7,CP1167,450.0,Word1524 Word240 Word666 Word201,2018-08-31,Word563 Word132 Word610,NoDoc
Word512 Word132 Word44,1455323,10485.44,Word1272 Word643,2018-08-31,Word52 Word330 Word566,NoDoc
Word73 Word4 Word5,3559,3046.0,Word762 Word21 Word145 Word1051,2018-08-31,Word563 Word615 Word211,NoDoc
Word50 Word51 Word4 Word5,1430,5780.0,Word330 Word99 Word764 Word780,2018-09-30,Word567 Word568 Word569 Word570,Doc1
Word16 Word17 Word18 Word7,2906,140.4,,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word299 Word237 Word7,32486,24368.81,Word949 Word991 Word1062 Word45 Word980 Word808,2018-10-31,Word571 Word52 Word657 Word292 Word13,NoDoc
Word40 Word41 Word4 Word5,1775,4820.0,Word802 Word278 Word1242 Word803,2018-06-30,Word567 Word582 Word366 Word562,Doc1
Word144 Word145 Word146 Word147 Word7,125455,660.0,Word1555 Word699 Word1895,2018-05-31,Word563 Word366 Word562,NoDoc
Word74 Word75 Word44 Word5,FHG00128,269111.58,Word840 Word841 Word842 Word843,2016-10-01,Word563 Word600 Word601 Word602,NoDoc
Word96 Word3 Word4 Word5,62006,1290.0,Word305 Word132 Word190,2018-01-01,Word563 Word580 Word202 Word592,NoDoc
Word16 Word17 Word18 Word7,3970,450.0,Word1013,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,YW1248,450.0,Word330 Word99 Word26,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word205 Word206 Word207 Word39,19659,2733.03,Word681 Word1011,2018-05-31,Word571 Word52 Word372 Word579,NoDoc
Word162 Word7,VXQ07GQX18,10050.0,Word13 Word794,2018-10-31,Word567 Word582 Word107,Doc1
Word8 Word9 Word10 Word11 Word5,4.80O+11,206.4,Word61,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word96 Word3 Word4 Word5,66309,4230.0,Word779 Word258 Word764 Word26,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,2243,1321.9,Word1252 Word784 Word785,2018-03-01,Word567 Word568 Word569 Word570,Doc1
Word8 Word9 Word10 Word11 Word5,4.80X+11,490.2,Word928 Word784 Word929,2018-04-30,Word563 Word564 Word9 Word26,NoDoc
Word140 Word3 Word34,10069,1000.0,Word846 Word791 Word1062 Word847,2018-01-01,Word560 Word561 Word107,Doc1
Word156 Word157 Word7,1553789,476.16,Word575,2017-12-01,Word563 Word608 Word609,NoDoc
Word41 Word125 Word34 Word5,4329,9560.0,Word569 Word889,2018-02-01,Word567 Word582 Word580 Word202 Word545,Doc1
Word16 Word17 Word3 Word7,71735,649.5,Word876 Word1829,2018-09-30,Word563 Word366 Word562,NoDoc
Word16 Word17 Word18 Word7,QB1546,1533.6,Word924 Word784 Word1159 Word9,2018-10-31,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,3431,865.8,Word959 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word40 Word41 Word4 Word5,1507,1500.0,Word802 Word278 Word803,2018-05-31,Word567 Word582 Word580 Word202 Word545,Doc1
Word76 Word77 Word5,52030966,13097.0,Word1261 Word908,2018-09-30,Word52 Word330 Word566,NoDoc
Word33 Word34 Word35 Word7,108644-1408,3503.94,Word946,2018-11-30,Word563 Word366 Word56 Word4,NoDoc
Word16 Word17 Word18 Word7,3778,108.0,Word783 Word784 Word785,2018-03-01,Word563 Word564 Word9 Word26,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,20169,12.29,Word575,2018-11-30,Word563 Word575,NoDoc
Word62 Word63 Word18 Word7,211748L,3040.0,,2018-01-01,Word563 Word132 Word610,NoDoc
Word116 Word117 Word118 Word119 Word7,149588,576.0,Word51 Word985,2018-04-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,1674,702.0,Word564 Word9 Word26,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,649153,378.0,Word826 Word780,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word30 Word31,652110,48.0,Word60 Word99 Word26,2018-04-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,3135,1281.6,Word785 Word330 Word99 Word764 Word61,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word47 Word3 Word4 Word39,2018001987,10799.5,Word826 Word780,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word160 Word161 Word61 Word45 Word39,576-2,96.0,Word338 Word61,2018-01-01,Word563 Word564 Word9 Word26,NoDoc
Word38 Word4 Word39,41531702,22000.0,Word121 Word1062 Word45 Word1062 Word981,2018-11-30,Word563 Word121 Word579,NoDoc
Word16 Word17 Word18 Word7,BR352,900.0,Word330 Word99 Word26,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,60205O,1050.0,Word562,2018-02-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,KE1447,1350.0,Word330 Word99 Word26,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word41 Word125 Word34 Word5,4352,660.0,Word255 Word278,2018-02-01,Word567 Word580 Word202 Word545,Doc1
Word16 Word17 Word18 Word7,2446,439.2,,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word58 Word3 Word4 Word5,12755,1092.5,Word1420 Word1072,2018-02-01,Word563 Word580 Word581 Word232,NoDoc
Word6 Word7,10303,1312.5,Word711 Word773 Word774,2018-02-01,Word563 Word580 Word581 Word232,NoDoc
Word16 Word17 Word18 Word7,WM154,10080.0,Word1198 Word784 Word785,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word382 Word132 Word155 Word5,20180831,14400.0,Word846 Word791,2018-09-30,Word567 Word582 Word107,Doc1
Word19 Word20 Word21 Word22 Word23 Word5,18138,1128.34,Word1123,2018-09-30,Word563 Word575,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80R+11,1335.0,Word783 Word784 Word201 Word1392,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,6526,320.4,Word783 Word784 Word785,2018-05-31,Word563 Word564 Word9 Word26,NoDoc
Word38 Word4 Word39,41524357,18500.0,Word121 Word836,2018-09-30,Word563 Word121 Word579,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80Q+11,111.8,Word61,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word227 Word315 Word44 Word39,90002442,5591.76,Word1960 Word1961 Word1962 Word1963,2018-08-31,Word560 Word561 Word580 Word202 Word545,Doc1
Word16 Word17 Word18 Word7,ER1371,1260.0,Word1033,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80P+11,120.0,Word330 Word99 Word780,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word33 Word34 Word35 Word7,108644-1406,7458.48,Word1151 Word1152,2018-11-30,Word563 Word366 Word56 Word4,NoDoc
Word16 Word17 Word3 Word7,71642,324.0,Word820 Word815 Word789 Word2020,2018-08-31,Word563 Word366 Word562,NoDoc
Word166 Word5,1593,1955.0,Word61,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word6 Word7,10565,595.0,Word780 Word1206 Word806 Word1316,2018-06-30,Word560 Word561 Word580 Word202 Word545,Doc1
Word19 Word20 Word21 Word22 Word23 Word5,16418,49.15,Word575,2018-07-31,Word563 Word575,NoDoc
Word16 Word17 Word3 Word7,70703,525.0,Word800 Word805 Word810,2018-05-31,Word563 Word366 Word562,NoDoc
Word286 Word287 Word288 Word39,51418091641,3969.0,Word612,2018-10-31,Word560 Word561 Word612,Doc1
Word16 Word17 Word18 Word7,YX1478,3780.0,Word1220 Word784,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word33 Word34 Word35 Word7,108644-513,4690.0,Word193 Word506 Word967 Word808 Word967 Word882,2018-01-01,Word563 Word366 Word56 Word4,NoDoc
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64788,105.0,Word1258 Word945,2017-12-01,Word563 Word580 Word581 Word232,NoDoc
Word50 Word51 Word4 Word5,1607,1350.0,Word202 Word1830 Word894 Word1735,2018-10-31,Word563 Word580 Word202 Word592,NoDoc
Word166 Word5,1493,255.0,Word330 Word99 Word780,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,SG1697,1260.0,Word61,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word375 Word5,1033993722-8,36666.66,Word1431 Word45 Word539 Word1128,2018-08-31,Word52 Word330 Word566,NoDoc
Word30 Word31,681306,1300.0,Word130 Word60 Word99 Word26,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word38 Word4 Word39,41517470,3862.5,Word1171 Word1107 Word794 Word659 Word1200,2018-09-30,Word563 Word121 Word579,NoDoc
Word16 Word17 Word18 Word7,2768,562.7,,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word257 Word258 Word259 Word5,171205-11309,27300.0,Word259 Word856 Word1110 Word1257,2018-01-01,Word567 Word582 Word580 Word202 Word545,Doc1
Word281 Word282 Word283 Word4 Word5,32726FGZ,11363.0,Word185 Word283 Word2117 Word2118,2018-02-01,Word613 Word99 Word614 Word282 Word283 Word620,Doc2
Word38 Word4 Word39,41485433,3750.0,Word792 Word1173 Word985 Word659,2018-03-01,Word563 Word121 Word579,NoDoc
Word16 Word17 Word18 Word7,GP861,180.0,Word785 Word330 Word99,2018-08-31,Word563 Word564 Word9 Word26,NoDoc
Word59 Word60 Word61 Word5,1045,270.0,Word992 Word784 Word785,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80X+11,178.45,Word564 Word9 Word26,2017-12-01,Word563 Word564 Word9 Word26,NoDoc
Word27 Word28 Word29 Word5,1093299,3517.59,Word338 Word700 Word1985,2018-06-30,Word576 Word130 Word577 Word578,Doc3
Word30 Word31,674526,36.0,Word1471 Word9 Word780,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80V+11,5749.1,Word1907 Word784 Word568 Word650,2018-06-30,Word563 Word564 Word9 Word26,NoDoc
Word40 Word41 Word4 Word5,1692,3300.0,Word802 Word278 Word1242 Word1468,2018-06-30,Word567 Word582 Word366 Word562,Doc1
Word16 Word17 Word18 Word7,PJ1469,1440.0,Word1013,2018-09-30,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,2887,280.8,Word885 Word784 Word785,2018-02-01,Word563 Word564 Word9 Word26,NoDoc
Word16 Word17 Word18 Word7,QY1497,1260.0,Word885 Word784,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word58 Word3 Word4 Word5,12827,460.0,Word994 Word1707,2018-03-01,Word563 Word366 Word562,NoDoc
Word16 Word17 Word3 Word7,71649,1188.0,Word562 Word1555 Word738,2018-08-31,Word567 Word582 Word366 Word562,Doc1
Word30 Word31,678912,260.0,Word330 Word99 Word26,2018-10-31,Word563 Word564 Word9 Word26,NoDoc
Word33 Word34 Word35 Word7,108644-593,7556.44,Word946 Word895,2018-02-01,Word563 Word366 Word56 Word4,NoDoc
Word228 Word10 Word5,10198,2940.0,Word1839 Word1840 Word1158,2018-03-01,Word563 Word366 Word562,NoDoc
Word8 Word9 Word10 Word11 Word5,4.80P+11,58.5,Word330 Word99 Word26,2018-11-30,Word563 Word564 Word9 Word26,NoDoc
Word19 Word20 Word21 Word22 Word23 Word5,16895,829.33,Word575 Word868,2018-08-31,Word563 Word575,NoDoc
Word218 Word22 Word4 Word5,11830,12520.0,Word800 Word757 Word1072,2018-08-31,Word567 Word582 Word366 Word562,Doc1
Word381 Word3 Word4,WWU374877,22800.0,Word1851 Word791,2018-10-31,Word52 Word330 Word566,NoDoc
